From;To;Type;Through;Comment
3438;3442;River;0;库拉河 Kura
1850;3442;River;0;库拉河 Kura
3440;3442;River;0;库拉河 Kura
1848;3442;River;0;库拉河 Kura
1907;3447;River;0;阿拉斯河 Aras
3446;3447;River;0;阿拉斯河 Aras
3446;3884;River;0;阿拉斯河 Aras
3445;3884;River;0;阿拉斯河 Aras
3445;1859;River;0;阿拉斯河 Aras
3448;1859;River;0;阿拉斯河 Aras
3444;1859;River;0;阿拉斯河 Aras
3444;3887;River;0;阿拉斯河 Aras
1856;3887;River;0;阿拉斯河 Aras
1856;1851;River;0;阿拉斯河 Aras
3443;1851;River;0;阿拉斯河 Aras
251;3570;Sea;3617;第聂伯河 Dnieper
251;234;River;0;第聂伯河 Dnieper
250;234;River;0;第聂伯河 Dnieper
#250;236;River;0;第聂伯河 Dnieper
246;236;River;0;第聂伯河 Dnieper
235;246;River;0;第聂伯河 Dnieper
235;3412;River;0;第聂伯河 Dnieper
235;3411;River;0;第聂伯河 Dnieper
3418;3411;River;0;第聂伯河 Dnieper
#237;3411;River;0;第聂伯河 Dnieper
237;3409;River;0;第聂伯河 Dnieper
3403;239;River;0;第聂伯河 Dnieper
238;239;River;0;第聂伯河 Dnieper
#3401;241;River;0;第聂伯河 Dnieper
3425;241;River;0;第聂伯河 Dnieper
3425;273;River;0;第聂伯河 Dnieper
241;273;River;0;第聂伯河 Dnieper
3426;273;River;0;第聂伯河 Dnieper
3427;274;River;0;第聂伯河 Dnieper
3425;272;River;0;第聂伯河 Dnieper
3424;272;River;0;第聂伯河 Dnieper
221;220;River;0;第聂伯河 Dnieper
272;273;River;0;第聂伯河 Dnieper
220;274;River;0;第聂伯河 Dnieper
218;274;River;0;第聂伯河 Dnieper
219;274;River;0;第聂伯河 Dnieper
219;3494;River;0;第聂伯河 Dnieper
3491;3493;River;0;第聂伯河 Dnieper
3491;285;River;0;第聂伯河 Dnieper
241;239;River;0;杰斯纳河 Desna
241;3405;River;0;杰斯纳河 Desna
3404;3405;River;0;杰斯纳河 Desna
3404;1893;River;0;杰斯纳河 Desna
276;1893;River;0;杰斯纳河 Desna
276;277;River;0;杰斯纳河 Desna
275;277;River;0;杰斯纳河 Desna
275;3495;River;0;杰斯纳河 Desna
275;3493;River;0;杰斯纳河 Desna
1893;3405;River;0;杰斯纳河 Desna
1893;242;River;0;杰斯纳河 Desna
1893;3504;River;0;杰斯纳河 Desna
3505;3504;River;0;杰斯纳河 Desna
243;3504;River;0;杰斯纳河 Desna
3401;3425;River;0;普里皮亚季河 Pripyat
225;3425;River;0;普里皮亚季河 Pripyat
225;3424;River;0;普里皮亚季河 Pripyat
562;222;River;0;普里皮亚季河 Pripyat
562;503;River;0;普里皮亚季河 Pripyat
3135;503;River;0;普里皮亚季河 Pripyat
3135;504;River;0;普里皮亚季河 Pripyat
3570;234;River;0;南布格河 Southern Bug
3570;3419;River;0;南布格河 Southern Bug
3570;4095;River;0;南布格河 Southern Bug
3569;3417;River;0;南布格河 Southern Bug
232;3417;River;0;南布格河 Southern Bug
3407;3417;River;0;南布格河 Southern Bug
228;3407;River;0;南布格河 Southern Bug
231;3406;River;0;南布格河 Southern Bug
250;3421;River;0;Crimea
251;3421;River;0;Crimea
153;154;River;0;北德维纳河 Northern Dvina
153;3520;River;0;北德维纳河 Northern Dvina
3519;3520;River;0;北德维纳河 Northern Dvina
3519;171;River;0;北德维纳河 Northern Dvina
3519;172;River;0;北德维纳河 Northern Dvina
171;172;River;0;北德维纳河 Northern Dvina
216;287;River;0;沃尔霍夫河 Volkhov
190;287;River;0;沃尔霍夫河 Volkhov
190;289;River;0;沃尔霍夫河 Volkhov
189;3516;River;0;沃尔霍夫河 Volkhov
3512;3516;River;0;沃尔霍夫河 Volkhov
185;184;River;0;沃尔霍夫河 Volkhov
185;183;River;0;沃尔霍夫河 Volkhov
152;183;River;0;沃尔霍夫河 Volkhov
185;240;River;0;涅瓦河 Neva
187;240;River;0;涅瓦河 Neva
187;3282;River;0;涅瓦河 Neva
187;3513;River;0;涅瓦河 Neva
187;3514;River;0;涅瓦河 Neva
150;151;River;0;科拉河 Kola
133;135;River;0;科拉河 Kola
133;3517;River;0;科拉河 Kola
410;411;River;0;斯特里蒙河(斯特鲁马河) Struma
3233;411;River;0;瓦尔达尔河 Vardar
3223;411;River;0;瓦尔达尔河 Vardar
3223;414;River;0;瓦尔达尔河 Vardar
413;414;River;0;瓦尔达尔河 Vardar
3232;3231;River;0;Greece
##############################################################################;;;;
# Western Europe;;;;
##############################################################################;;;;
#France;;;;
325;323;Sea;0;吉伦特河口 Gironde
325;324;River;0;多尔多涅河 Dordogne
325;3037;River;0;吉伦特河口 Gironde
327;3037;River;0;加龙河 Garonne
327;3040;River;0;加龙河 Garonne
327;359;River;0;加龙河 Garonne
327;3039;River;0;加龙河 Garonne
328;3039;River;0;加龙河 Garonne
3037;3036;River;0;多尔多涅河 Dordogne
3040;3036;River;0;多尔多涅河 Dordogne
3040;3035;River;0;多尔多涅河 Dordogne
3049;3035;River;0;多尔多涅河 Dordogne
3049;3034;River;0;多尔多涅河 Dordogne
363;364;River;0;罗讷河 Rhone
3044;364;River;0;罗讷河 Rhone
3044;365;River;0;罗讷河 Rhone
3044;3045;River;0;罗讷河 Rhone
363;3044;River;0;罗讷河 Rhone
3043;3044;River;0;罗讷河 Rhone
3043;528;River;0;罗讷河 Rhone
3047;528;River;0;罗讷河 Rhone
3047;3046;River;0;罗讷河 Rhone
528;361;River;0;罗讷河 Rhone
3047;361;River;0;罗讷河 Rhone
3047;319;River;0;罗讷河 Rhone
3047;318;River;0;罗讷河 Rhone
529;318;River;0;罗讷河 Rhone
529;3051;River;0;罗讷河 Rhone
35;59;River;0;卢瓦尔河 Loire
35;3032;River;0;卢瓦尔河 Loire
36;3032;River;0;卢瓦尔河 Loire
60;3031;River;0;卢瓦尔河 Loire
57;61;River;0;卢瓦尔河 Loire
3050;61;River;0;卢瓦尔河 Loire
3050;320;River;0;卢瓦尔河 Loire
319;320;River;0;卢瓦尔河 Loire
361;320;River;0;卢瓦尔河 Loire
360;320;River;0;卢瓦尔河 Loire
360;3048;River;0;卢瓦尔河 Loire
3049;3048;River;0;卢瓦尔河 Loire
3042;3048;River;0;卢瓦尔河 Loire
60;3032;River;0;维埃纳河 Vienne
60;3033;River;0;维埃纳河 Vienne
321;322;River;0;维埃纳河 Vienne
3033;322;River;0;维埃纳河 Vienne
324;322;River;0;维埃纳河 Vienne
3036;322;River;0;维埃纳河 Vienne
3035;322;River;0;维埃纳河 Vienne
#60;61;River;0;Cher
#61;321;River;0;Cher
39;41;River;0;塞纳河 Seine
3023;41;River;0;塞纳河 Seine
3023;3024;River;0;塞纳河 Seine
3026;3027;River;0;塞纳河 Seine
3026;55;River;0;塞纳河 Seine
3025;55;River;0;塞纳河 Seine
56;55;River;0;塞纳河 Seine
56;3026;River;0;塞纳河 Seine
56;3027;River;0;塞纳河 Seine
56;3028;River;0;塞纳河 Seine
56;3029;River;0;塞纳河 Seine
3029;55;River;0;马恩河 Marne
3030;54;River;0;马恩河 Marne
3030;64;River;0;马恩河 Marne
317;64;River;0;马恩河 Marne
317;3052;River;0;马恩河 Marne
3029;3028;River;0;塞纳河 Seine
3029;63;River;0;塞纳河 Seine
3030;63;River;0;塞纳河 Seine
317;63;River;0;塞纳河 Seine
3028;63;River;0;约纳河 Yonne
#Benelux;;;;
44;43;River;0;斯海尔德河(埃斯科河) Escaut
44;3055;River;0;斯海尔德河(埃斯科河) Escaut
44;53;River;0;斯海尔德河(埃斯科河) Escaut
44;52;River;0;斯海尔德河(埃斯科河) Escaut
52;3055;River;0;斯海尔德河(埃斯科河) Escaut
51;3055;River;0;斯海尔德河(埃斯科河) Escaut
45;51;River;0;斯海尔德河(埃斯科河) Escaut
45;50;River;0;斯海尔德河(埃斯科河) Escaut
45;3056;River;0;斯海尔德河(埃斯科河) Escaut
#64;70;River;0;Meuse
48;77;River;0;艾瑟尔河 IJssel
48;3058;River;0;艾瑟尔河 Ijssel
47;78;Sea;2472;Leeuwarden
47;3058;Sea;2472;Zwolle
#Jylland;;;;
292;3116;River;0;Jylland
3115;3116;River;0;Jylland
3115;91;River;0;Jylland
#England;;;;
20;3014;River;0;泰晤士河 Thames
3015;19;River;0;泰晤士河 Thames
4092;19;River;0;泰晤士河 Thames
4092;3012;River;0;泰晤士河 Thames
3014;17;River;0;斯陶尔河 Stour
22;15;Sea;2409;Bristol
22;4093;River;0;塞文河 Severn
22;16;River;0;塞文河 Severn
3012;16;River;0;塞文河 Severn
3009;4093;River;0;塞文河 Severn
12;4093;River;0;塞文河 Severn
16;4093;River;0;塞文河 Severn
3006;17;River;0;韦兰河 Welland
3006;3013;River;0;韦兰河 Welland
3008;3013;River;0;韦兰河 Welland
3005;3006;River;0;亨伯河口 River Humber
3005;3007;River;0;艾尔河 Aire
3007;13;River;0;艾尔河 Aire
3005;13;River;0;乌斯河 Ouse
4094;13;River;0;乌斯河 Ouse
3007;3006;River;0;特伦特河 Trent
3007;3008;River;0;特伦特河 Trent
3007;16;River;0;特伦特河 Trent
3009;14;River;0;迪河 Dee(England)
7;9;River;0;Glasgow
8;3579;River;0;喀里多尼亚运河 Caledonian Canal
6;3579;River;0;喀里多尼亚运河 Caledonian Canal
6;3580;River;0;喀里多尼亚运河 Caledonian Canal
28;29;River;0;班恩河 Bann
24;25;River;0;香农河 Sionainn
3018;25;River;0;香农河 Sionainn
3017;25;River;0;香农河 Sionainn
3017;26;River;0;香农河 Sionainn
##############################################################################;;;;
# Minor Western European Rivers;;;;
##############################################################################;;;;
#36;58;River;0;Sarthe
#319;529;River;0;Sa?ne
#318;529;River;0;Sa?ne
#316;529;River;0;Sa?ne
#527;530;River;0;Leman Lake
#46;47;River;0;Meuse
#48;49;River;0;Meuse
#49;77;River;0;Meuse
#49;76;River;0;Meuse
#49;66;River;0;Meuse
#50;66;River;0;Meuse
#50;68;River;0;Meuse
#65;68;River;0;Meuse
#68;64;River;0;Meuse
#70;64;River;0;Meuse
#64;72;River;0;Meuse
#71;73;River;0;Main
#74;314;River;0;Main
#82;313;River;0;Main
#83;313;River;0;Main
#83;312;River;0;Main
##############################################################################;;;;
# South American Rivers;;;;
##############################################################################;;;;
4029;4030;River;0;Quibdó
803;4031;River;0;马格达莱纳河 Río Magdalena
803;812;River;0;马格达莱纳河 Río Magdalena
890;812;River;0;马格达莱纳河 Río Magdalena
890;813;River;0;马格达莱纳河 Río Magdalena
810;4032;River;0;奥里诺科河 Río Orinoco
810;870;River;0;奥里诺科河 Río Orinoco
810;869;River;0;奥里诺科河 Río Orinoco
870;869;River;0;奥里诺科河 Río Orinoco
811;869;River;0;奥里诺科河 Río Orinoco
867;811;River;0;奥里诺科河 Río Orinoco
867;869;River;0;奥里诺科河 Río Orinoco
867;868;River;0;奥里诺科河 Río Orinoco
867;4034;River;0;奥里诺科河 Río Orinoco
868;4034;River;0;奥里诺科河 Río Orinoco
4035;4034;River;0;奥里诺科河 Río Orinoco
871;873;River;0;埃塞奎博河 Essequibo
871;870;River;0;埃塞奎博河 Essequibo
871;4036;River;0;埃塞奎博河 Essequibo
874;873;River;0;科兰太因河 Corentyne
874;875;River;0;科兰太因河 Corentyne
#亚马逊河 Amazon;;;;
876;877;River;0;亚马逊河 Amazon
876;826;River;0;亚马逊河 Amazon
877;826;River;0;亚马逊河 Amazon
4048;826;River;0;亚马逊河 Amazon
4048;4047;River;0;亚马逊河 Amazon
4047;826;River;0;亚马逊河 Amazon
4047;878;River;0;亚马逊河 Amazon
4047;824;River;0;亚马逊河 Amazon
872;4046;River;0;亚马逊河 Amazon
4046;824;River;0;亚马逊河 Amazon
823;824;River;0;亚马逊河 Amazon
4046;823;River;0;亚马逊河 Amazon
4046;4044;River;0;亚马逊河 Amazon
820;4044;River;0;亚马逊河 Amazon
4044;823;River;0;亚马逊河 Amazon
823;4045;River;0;亚马逊河 Amazon
4044;4045;River;0;亚马逊河 Amazon
4038;4045;River;0;亚马逊河 Amazon
4076;4045;River;0;亚马逊河 Amazon
4043;4045;River;0;亚马逊河 Amazon
4037;4076;River;0;亚马逊河 Amazon
818;4076;River;0;亚马逊河 Amazon
818;4027;River;0;普图马约河 Putumayo
818;819;River;0;普图马约河 Putumayo
819;4037;River;0;普图马约河 Putumayo
4044;4038;River;0;普图马约河 Putumayo
823;4047;River;0;玛代拉河 Río Madeira
823;825;River;0;玛代拉河 Río Madeira
823;828;River;0;玛代拉河 Río Madeira
828;822;River;0;玛代拉河 Río Madeira
828;825;River;0;贝尼河 Río Beni
828;827;River;0;贝尼河 Río Beni
827;825;River;0;瓜波雷河 Guaporé
833;825;River;0;瓜波雷河 Guaporé
827;833;River;0;马莫雷河 Manoré
836;833;River;0;马莫雷河 Manoré
#;;;;
877;879;River;0;托坎廷斯河 Tocantins
879;826;River;0;托坎廷斯河 Tocantins
879;878;River;0;托坎廷斯河 Tocantins
878;4053;River;0;阿拉瓜亚河 Araguaia
4049;4053;River;0;阿拉瓜亚河 Araguaia
4049;883;River;0;阿拉瓜亚河 Araguaia
4054;4055;River;0;巴纳伊巴河 Parnaiba
4056;882;River;0;圣弗朗西斯科河 Sao Francisco
881;882;River;0;圣弗朗西斯科河 Sao Francisco
4057;886;River;0;Rio de Janeiro
4057;885;River;0;Rio de Janeiro
884;885;River;0;Rio de Janeiro
883;887;River;0;巴拉那河 Río Paraná
887;4050;River;0;巴拉那河 Río Paraná
847;4050;River;0;巴拉那河 Río Paraná
847;4063;River;0;巴拉那河 Río Paraná
847;846;River;0;巴拉那河 Río Paraná
4067;846;River;0;巴拉那河 Río Paraná
4067;837;River;0;巴拉那河 Río Paraná
844;837;River;0;巴拉那河 Río Paraná
844;4065;River;0;巴拉那河 Río Paraná
844;4066;River;0;巴拉那河 Río Paraná
850;4066;River;0;巴拉那河 Río Paraná
850;851;River;0;巴拉那河 Río Paraná
850;667;River;0;巴拉那河 Río Paraná
847;887;River;0;巴拉那帕内马河 Paranapanema
837;4065;River;0;巴拉圭河 Paraguay
837;4060;River;0;巴拉圭河 Paraguay
837;4059;River;0;巴拉圭河 Paraguay
846;4059;River;0;巴拉圭河 Paraguay
846;4062;River;0;巴拉圭河 Paraguay
4062;4059;River;0;巴拉圭河 Paraguay
4062;4058;River;0;巴拉圭河 Paraguay
4051;4058;River;0;巴拉圭河 Paraguay
4051;4064;River;0;巴拉圭河 Paraguay
4051;834;River;0;巴拉圭河 Paraguay
4064;834;River;0;巴拉圭河 Paraguay
4061;4058;River;0;皮科马约河 Río Pilcomayo
4061;4059;River;0;皮科马约河 Río Pilcomayo
4060;4059;River;0;皮科马约河 Río Pilcomayo
4061;4073;River;0;贝尔梅霍河 Río Bermejo
4061;4065;River;0;贝尔梅霍河 Río Bermejo
4060;4065;River;0;贝尔梅霍河 Río Bermejo
4066;851;River;0;萨拉多河 Río Salado
4066;845;River;0;萨拉多河 Río Salado
4065;845;River;0;萨拉多河 Río Salado
4065;843;River;0;萨拉多河 Río Salado
847;848;River;0;乌拉圭河 Uruguay
4067;848;River;0;乌拉圭河 Uruguay
844;848;River;0;乌拉圭河 Uruguay
844;849;River;0;乌拉圭河 Uruguay
850;849;River;0;乌拉圭河 Uruguay
667;4068;River;0;南萨拉多河 Salado del Sur
667;852;River;0;南萨拉多河 Salado del Sur
854;853;River;0;科罗拉多河(阿根廷) Río Colorado
854;4075;River;0;科罗拉多河(阿根廷) Río Colorado
4075;855;River;0;科罗拉多河(阿根廷) Río Colorado
4075;853;River;0;德萨瓜德罗河(萨拉多河) Desaguadero-Salado
4075;4068;River;0;德萨瓜德罗河(萨拉多河) Desaguadero-Salado
4075;845;River;0;德萨瓜德罗河(萨拉多河) Desaguadero-Salado
4075;843;River;0;德萨瓜德罗河(萨拉多河) Desaguadero-Salado
854;857;River;0;内格罗河 Negro
855;857;River;0;内格罗河 Negro
855;859;River;0;利迈河 Limay
857;858;River;0;丘布特河 Chubut
858;863;River;0;德塞阿多河 Deseado
858;862;River;0;德塞阿多河 Deseado
859;862;River;0;德塞阿多河 Deseado
##############################################################################;;;;
# Canad ian Rivers;;;;
##############################################################################;;;;
3977;1909;Sea;2342;圣劳伦斯河 St. Lawrence
586;1909;River;0;圣劳伦斯河 St. Lawrence
584;586;River;0;圣劳伦斯河 St. Lawrence
584;585;River;0;圣劳伦斯河 St. Lawrence
584;3979;River;0;圣劳伦斯河 St. Lawrence
585;3979;River;0;圣劳伦斯河 St. Lawrence
594;592;River;0;圣劳伦斯河 St. Lawrence
588;585;River;0;圣劳伦斯河 St. Lawrence
588;592;River;0;圣劳伦斯河 St. Lawrence
588;593;River;0;圣劳伦斯河 St. Lawrence
591;593;River;0;圣劳伦斯河 St. Lawrence
587;588;River;0;渥太华河 Ottawa
587;3984;River;0;渥太华河 Ottawa
573;3984;River;0;渥太华河 Ottawa
582;3982;River;0;Edmundston
3987;3982;River;0;Edmundston
3987;581;River;0;Edmundston
579;3981;Sea;2343;圣劳伦斯河 St. Lawrence
580;3981;Sea;2343;圣劳伦斯河 St. Lawrence
576;575;Sea;2339;圣劳伦斯河 St. Lawrence
576;3980;Sea;2341;圣劳伦斯河 St. Lawrence
3983;613;River;0;Niagara
590;616;River;0;St. Clair
590;617;River;0;St. Clair
617;3997;River;0;Straits of Mackinac
572;3997;River;0;Saint Marys
571;694;River;0;Pigeon
541;555;River;0;弗雷泽河 Fraser
541;780;River;0;弗雷泽河 Fraser
541;556;Sea;1922;胡安·德·富卡海峡 
554;556;Sea;1922;胡安·德·富卡海峡 
780;556;Sea;1922;胡安·德·富卡海峡 
782;556;Sea;1922;胡安·德·富卡海峡 
566;567;River;0;萨斯喀彻温河 Saskatchewan
795;798;River;0;萨斯喀彻温河 Saskatchewan
#798;796;River;0;萨斯喀彻温河 Saskatchewan
799;795;River;0;萨斯喀彻温河 Saskatchewan
797;796;River;0;萨斯喀彻温河 Saskatchewan
558;3975;River;0;马更些河 Mackenzie
558;552;River;0;马更些河 Mackenzie
3974;552;River;0;马更些河 Mackenzie
3974;3972;River;0;马更些河 Mackenzie
559;561;River;0;塞隆河 Thelon
560;561;River;0;塞隆河 Thelon
559;3973;Sea;3642;Victoria Island
560;563;Sea;2378;Baffin Island
##############################################################################;;;;
# Rivers in Burma;;;;
##############################################################################;;;;
#1298;1299;River;0;伊洛瓦底江 Irrawaddy
#1297;1299;River;0;伊洛瓦底江 Irrawaddy
#1297;1300;River;0;伊洛瓦底江 Irrawaddy
#1296;1297;River;0;伊洛瓦底江 Irrawaddy
#1290;1296;River;0;伊洛瓦底江 Irrawaddy
#1292;1296;River;0;伊洛瓦底江 Irrawaddy
#1299;1302;River;0;Sittang
#1299;1301;River;0;Sittang
#1300;1301;River;0;Sittang
#1302;1346;River;0;怒江(萨尔温江) Salween
##############################################################################;;;;
# Rivers in Indonesia;;;;
##############################################################################;;;;
1649;1650;River;0;马哈坎河 Mahakam
1645;1650;River;0;马哈坎河 Mahakam
1645;3754;River;0;马哈坎河 Mahakam
1645;1643;River;0;马哈坎河 Mahakam
1642;3753;River;0;卡普阿斯河 Kapuas
1643;1644;River;0;卡普阿斯河 Kapuas
1643;3740;River;0;卡普阿斯河 Kapuas
1646;3741;River;0;Bandar Seri Begawan
1641;3755;River;0;巴里托河 Barito
3756;3755;River;0;Palangkaraya
3756;3754;River;0;Palangkaraya
1358;3746;River;0;Palembang
1358;3750;River;0;Palembang
1628;3751;River;0;Batavia
1632;1634;Sea;2141;Surabaya
1633;1635;River;0;Pulau Bali
#New Guinea;;;;
1663;1665;River;0;Hollandia
1664;1665;River;0;Hollandia
1673;1674;River;0;Agats
1673;1660;River;0;Agats
#Philippines;;;;
3762;1741;River;0;Aparri
1662;1741;River;0;Aparri
1662;3763;River;0;Aparri
1738;1737;River;0;Manila
1739;1737;River;0;Manila
1739;3766;River;0;Manila
1749;1750;River;0;Cagayan
1749;3739;River;0;Cagayan
##############################################################################;;;;
# Australian rivers;;;;
##############################################################################;;;;
1734;1726;River;0;达令河 Darling
1734;1725;River;0;达令河 Darling
1725;1726;River;0;达令河 Darling
1725;1721;River;0;达令河 Darling
1725;1722;River;0;达令河 Darling
1733;1732;River;0;墨累河 Murray
1734;1731;River;0;墨累河 Murray
1726;1731;River;0;墨累河 Murray
1726;1730;River;0;墨累河 Murray
#1726;1731;River;0;Murrumbidgee
#1727;1731;River;0;Murrumbidgee
#1726;1727;River;0;Lachlan
#1725;1727;River;0;Lachlan
#1694;1695;River;0;Gilbert
1702;1701;River;0;Leichhardt
1703;1704;River;0;Leichhardt
#New Guinea;;;;
1675;1677;River;0;Kerema
1675;1674;River;0;Kerema
1667;1666;River;0;Madang
1667;1676;River;0;Madang
##############################################################################;;;;
# Important European Straits!;;;;
##############################################################################;;;;
#183;240;Sea;2487;Ladoga
3118;3120;Sea;2483;Hiiumaa
3118;196;Sea;2483;Hiiumaa
3118;3127;Sea;2483;Hiiumaa
#3118;3119;River;0;Hiiumaa
#196;3119;River;0;Saaremaa
#3127;3199;Sea;2483;Saaremaa
206;510;Sea;2480;Memel
303;510;Sea;2478;Danzig
294;93;Sea;290;Sk?ne-Sj?lland
#293;294;River;0;Sj?lland-Fyn
293;3114;Sea;2476;Sj?lland-Fyn
92;293;River;0;Fyn-Jylland
#292;92;River;0;?lborg-?rhus
#89;294;River;0;Lübeck-Sj?lland
89;3113;Sea;2476;Lübeck-Nykobing
293;91;Sea;2476;#
3113;3114;River;0;Danmark
293;3113;River;0;Danmark
#101;103;Sea;2481;Stockholm-?land
#141;103;Sea;2482;?bo-?land
391;3225;Sea;2443;Kerkira
392;3225;Sea;2443;Kerkira
393;402;Sea;2448;Agrinio-Kefalonia
393;394;Sea;2448;Patras
900;4;Sea;2453;Across Suez Channel
900;3581;Sea;2453;Across Suez Channel
3582;3581;Sea;2453;Across Suez Channel
3582;901;Sea;2453;Across Suez Channel
409;439;Sea;397;Istanbul - Izmi
#409;408;Sea;397;Istanbul - Bursa
524;3207;Sea;2441;Across Messina Strait
367;3209;Sea;3601;Corsica
535;3577;Sea;3612;Islas Baleares
535;3578;Sea;3612;Islas Baleares
348;957;Sea;2430;Gibraltar
3;3579;Sea;2403;Stornoway - Highlands
5;3580;Sea;2402;Stornoway - Highlands
##############################################################################;;;;
# Important Asian Straits!;;;;
##############################################################################;;;;
1321;2715;Sea;2156;Hainan
1315;1316;Sea;2158;Hongkong-Macau
#1247;2706;Sea;3621;Jinmen
#2705;2706;Sea;3621;Jinmen
#1247;2706;Impassable;0;Jinmen
#2705;2706;Impassable;0;Jinmen
2991;2995;Sea;3621;Penghu
1244;2606;Sea;3621;Pingtan
1245;2606;Sea;3621;Pingtan
1239;2996;Sea;2186;Zhoushan
#;;;;
1178;3651;Sea;2213;Japan
1179;1177;Sea;2212;Japan
#;;;;
1353;3747;Sea;2151;Singapore
1356;3747;Sea;2147;Dumai
3746;3747;Sea;2146;Jambi
1354;1358;Sea;2146;Palembang
3750;1628;Sea;2144;Batavia
1635;1637;Sea;2142;Pulau Bali
1639;1637;Sea;2142;Pulau Flores
#;;;;
1741;3761;Sea;2262;Batanes Islands
1742;1736;Sea;2256;Batangas
1743;1744;Sea;2254;Samar
1745;3769;Sea;2253;Cebu
1745;3752;Sea;2255;Leyte
1747;3769;Sea;2253;Negros
1747;1746;Sea;2254;Panny
#;;;;
1820;3906;Sea;2041;Manam
1821;3906;Sea;2041;Manam
##############################################################################;;;;
# Important American Straits!;;;;
##############################################################################;;;;
#556;541;Sea;1922;Vancouver Islans
576;575;Sea;2339;Newfoundland
576;3980;Sea;2341;Newfoundland
579;3981;Sea;2343;Prince Edward Island
580;3981;Sea;2343;Prince Edward Island
#;;;;
801;802;Sea;2522;Netherlands Antilles
809;810;Sea;2518;Trinidad and Tobago
809;4032;Sea;2518;Trinidad and Tobago
#;;;;
863;865;Sea;1996;Tierra del Fuego
861;864;Sea;1995;Tierra del Fuego
##############################################################################;;;;
# Important Pacific Connections;;;;
##############################################################################;;;;
#Hawaii;;;;
658;659;Sea;2563;#
659;663;Sea;2563;#
#660;661;Sea;1931;#
#663;660;Sea;1931;#
#New Guinea;;;;
1659;1661;Sea;2167;#
1663;1661;Sea;2167;#
#666;665;Sea;2536;#
#665;664;Sea;2536;#
#665;653;Sea;2536;#
#Bahamas Islands;;;;
653;652;Sea;2536;#
#653;666;Sea;2536;#
#3652;3651;Sea;2213;#
#Japan;;;;
1190;3663;Sea;2193;#
1190;3665;Sea;2193;#
1188;3665;Sea;2193;#
3662;3664;Sea;2193;#
1187;3664;Sea;2193;#
1172;1174;Sea;2223;#
1174;1177;Sea;2212;#
#1172;1405;Sea;2227;#
#1518;1519;Sea;2056;#
#Afica;;;;
#961;962;Sea;2303;#
#962;963;Sea;2302;#
963;964;Sea;2302;#
##############################################################################;;;;
# Impassable in Himalaya;;;;
##############################################################################;;;;
#1474;1448;Impassable;0;Himalayas
#1474;1473;Impassable;0;Himalayas
2971;2764;Impassable;0;Himalayas
2971;2970;Impassable;0;Himalayas
1455;1451;Impassable;0;Himalayas
1455;1452;Impassable;0;Himalayas
1451;2967;Impassable;0;Himalayas
1452;3864;Impassable;0;Himalayas
1452;3865;Impassable;0;Himalayas
1448;3865;Impassable;0;Himalayas
1448;3825;Impassable;0;Himalayas
1448;3826;Impassable;0;Himalayas
1448;3827;Impassable;0;Himalayas
##############################################################################;;;;
# Impassable in China;;;;
##############################################################################;;;;
1206;2819;Impassable;0;Zhangjiakou
1311;2681;Impassable;0;Wuzhou
1438;2814;Impassable;0;Urat
1438;2809;Impassable;0;Alxa
2676;2672;Impassable;0;Hunan
2822;2868;Impassable;0;Wutai
2956;2958;Impassable;0;Qilian Mountains
2956;1442;Impassable;0;Qilian Mountains
2956;1440;Impassable;0;Qilian Mountains
2956;2807;Impassable;0;Qilian Mountains
2956;2806;Impassable;0;Qilian Mountains
2613;2614;Impassable;0;Huaiyin
2669;1266;Impassable;0;Sanxia
2767;2766;Impassable;0;Sanxia
2767;1265;Impassable;0;Sanxia
2771;2773;Impassable;0;Sanxia
2744;2773;Impassable;0;Sanxia
2751;3705;Impassable;0;Yunnan
##############################################################################;;;;
# Impassable in Kaukasus;;;;
##############################################################################;;;;
1857;3436;Impassable;0;Kaukasus
1857;3437;Impassable;0;Kaukasus
1847;3437;Impassable;0;Kaukasus
3429;3440;Impassable;0;Kaukasus
1849;3440;Impassable;0;Kaukasus
3430;3440;Impassable;0;Kaukasus
##############################################################################;;;;
# Impassables in New Guinea;;;;
##############################################################################;;;;
1676;1666;Impassable;0;Bismarck Range
1676;1672;Impassable;0;Bismarck Range
1676;1675;Impassable;0;Bismarck Range
1673;1664;Impassable;0;Agats
1663;1664;Impassable;0;Kokonau
1674;1664;Impassable;0;Kokonau
##############################################################################;;;;
# Impassables in Arabian desert - Middle East;;;;
##############################################################################;;;;
1818;1807;Impassable;0;Rub Al Khali
1818;1504;Impassable;0;Rub Al Khali
1818;1814;Impassable;0;Rub Al Khali
##############################################################################;;;;
# Impassable in Sahara;;;;
##############################################################################;;;;
1021;1020;Impassable;0;Qattara Depression
907;1021;Impassable;0;Qattara Depression
1022;3294;Impassable;0;Western Desert
1019;1020;Impassable;0;Great Sand Sea
1017;926;Impassable;0;Calanshio Sand Sea
1067;1029;Impassable;0;Nubian Desert
1067;1018;Impassable;0;Nubian Desert
1067;3378;Impassable;0;Nubian Desert
3335;3294;Impassable;0;Nubian Desert
##############################################################################;;;;
# Minor Changes;;;;
##############################################################################;;;;
254;255;Sea;2468;Kerch-Novorrossisk
578;579;Sea;2344;Cape Breton-Halifax
1354;1358;Sea;2146;Bangka-Palembang
#302;295;Sea;2477;Stettin-Bornholm
1315;1314;River;0;深圳河
400;401;Sea;2463;Athens-Cyclades
